relative_path,pre_sha256,current_sha256,match
overall_run\output\fast\tables\core\m4_a00_concentration_decomposition.parquet,4c7dd20b137d34043f38d6e54b5791c513f5e8739807774c0dfc69d8ca8e81ec,4c7dd20b137d34043f38d6e54b5791c513f5e8739807774c0dfc69d8ca8e81ec,True
overall_run\output\fast\tables\core\m4_decision_value_decomposition.csv,7500d58f8fc6f31b54da0d9727edd80d3003f55073343c21fd8a301e16724a87,7500d58f8fc6f31b54da0d9727edd80d3003f55073343c21fd8a301e16724a87,True
overall_run\output\fast\tables\core\m4_decision_value_decomposition.parquet,14954cfd7f58ef142c42811ee7960aa9c20cc2d50770d91876a76f790c8c68b0,14954cfd7f58ef142c42811ee7960aa9c20cc2d50770d91876a76f790c8c68b0,True
overall_run\output\fast\tables\core\m4_gate_decomposition.csv,35c259b30056c63fc67097fd9b884477b7689f329f1849d6117aef00d8548d45,35c259b30056c63fc67097fd9b884477b7689f329f1849d6117aef00d8548d45,True
overall_run\output\fast\tables\core\m4_gate_decomposition.parquet,de0d72fa4251460072e64b5abb857f00f272731d9cb07bb8df2d759b7af1265e,de0d72fa4251460072e64b5abb857f00f272731d9cb07bb8df2d759b7af1265e,True
overall_run\output\fast\tables\core\m4_score_gap_analysis.csv,7196a5f1862094239ac583b7a379175c19d6027d438c34885ddb7e007f2cb22b,7196a5f1862094239ac583b7a379175c19d6027d438c34885ddb7e007f2cb22b,True
overall_run\output\fast\tables\core\m4_score_gap_analysis.parquet,6abf8abb05a449269931fc980368c8bb105c949bef5769507ffb355d90a9e85e,6abf8abb05a449269931fc980368c8bb105c949bef5769507ffb355d90a9e85e,True
overall_run\output\fast\tables\core\m4_snapshot_retained_action_count.csv,8a2a9c5a6886eee1823a77f0cfe42d1f6812f517c2fe1d6c009e8fb345bc5b22,8a2a9c5a6886eee1823a77f0cfe42d1f6812f517c2fe1d6c009e8fb345bc5b22,True
overall_run\output\fast\tables\core\m4_snapshot_retained_action_count.parquet,528d144bfa730207355430d43a926b34856f1f6f250e63caa4784fe5a6bc1758,528d144bfa730207355430d43a926b34856f1f6f250e63caa4784fe5a6bc1758,True
overall_run\output\fast\tables\core\m4_snapshot_retained_action_summary.csv,23114a5c676f9c202ab5246b1af90335acb083601f3e1bab93f1f3b100a8d6bd,23114a5c676f9c202ab5246b1af90335acb083601f3e1bab93f1f3b100a8d6bd,True
overall_run\output\fast\tables\core\m4_snapshot_retained_action_summary.parquet,0219ed9317c8a1d63d46c3f80d17c027087a7a6b17d9575459129ffdaf398425,0219ed9317c8a1d63d46c3f80d17c027087a7a6b17d9575459129ffdaf398425,True
overall_run\output\fast\tables\core\m4_threshold_margin_rows.csv,01f6c51fa3914dfa334771bea0cd9e7e3715c61b3fd3e1d7f15e5a643a7acc8b,01f6c51fa3914dfa334771bea0cd9e7e3715c61b3fd3e1d7f15e5a643a7acc8b,True
overall_run\output\fast\tables\core\m4_threshold_margin_rows.parquet,77409e76d3fea46044f64a08a1079b556f12f90577dd27fa1c010d082b721a29,77409e76d3fea46044f64a08a1079b556f12f90577dd27fa1c010d082b721a29,True
overall_run\output\fast\tables\core\m4_threshold_margin_summary.csv,56888c395a4bd87f9ccb46970a0f660f75005a9e685d385ebe7a807e77bc61ad,56888c395a4bd87f9ccb46970a0f660f75005a9e685d385ebe7a807e77bc61ad,True
overall_run\output\fast\tables\core\m4_threshold_margin_summary.parquet,372c267660bc12ffd46c18812080eeab8cca29c48ade9b865967c8bd7778f7fa,372c267660bc12ffd46c18812080eeab8cca29c48ade9b865967c8bd7778f7fa,True
overall_run\output\fast\tables\core\table01_m1_distributional_validity.csv,573f85352ae012781b848f198785c85ed0f45ce375d5981219d0d8a5cfda3c9a,573f85352ae012781b848f198785c85ed0f45ce375d5981219d0d8a5cfda3c9a,True
overall_run\output\fast\tables\core\table01_m1_distributional_validity.parquet,bfe6d99b170260384099c9add9118f99b22e77b1f324a2ea335998bb6c633c4b,bfe6d99b170260384099c9add9118f99b22e77b1f324a2ea335998bb6c633c4b,True
overall_run\output\fast\tables\core\table02_interface_acceptance.csv,3c429516ea1a5de5d73c7a49abb632ca4b7a235a2ea4e3e57a0b8f793f375548,3c429516ea1a5de5d73c7a49abb632ca4b7a235a2ea4e3e57a0b8f793f375548,True
overall_run\output\fast\tables\core\table02_interface_acceptance.parquet,919792f58b832864ecd821f3d7abec1beb4ae3e88fb255c2e6306ebf56dd004e,919792f58b832864ecd821f3d7abec1beb4ae3e88fb255c2e6306ebf56dd004e,True
overall_run\output\fast\tables\core\table03_m2_channel_cost_summary.csv,b67693db469125f0f92e03a57f8739cb24550ad2e6befce3aba6adab51ee0ce0,b67693db469125f0f92e03a57f8739cb24550ad2e6befce3aba6adab51ee0ce0,True
overall_run\output\fast\tables\core\table03_m2_channel_cost_summary.parquet,39b3f6c9b1cb01a10f29fdbb5653acc6bdfa5b97753d98723276c4dcd7807581,39b3f6c9b1cb01a10f29fdbb5653acc6bdfa5b97753d98723276c4dcd7807581,True
overall_run\output\fast\tables\core\table04_m3_response_library.csv,274806dc44d0f00ba39c9efd0cfba09939b3b8b28ec4dc010863c1128fb4ef43,274806dc44d0f00ba39c9efd0cfba09939b3b8b28ec4dc010863c1128fb4ef43,True
overall_run\output\fast\tables\core\table04_m3_response_library.parquet,2c7506e0c1607d17101c30715da415bad9fc3c4e8cb14d5b0aea5a613ec82c24,2c7506e0c1607d17101c30715da415bad9fc3c4e8cb14d5b0aea5a613ec82c24,True
overall_run\output\fast\tables\core\table05_m4_screening_and_recommendation.csv,6fbe34369c341daa94d063016f4009dd577d6f008bdfd0705b201c5b03cb3746,6fbe34369c341daa94d063016f4009dd577d6f008bdfd0705b201c5b03cb3746,True
overall_run\output\fast\tables\core\table05_m4_screening_and_recommendation.parquet,c2d6d8b9edcf8e222145a270c5d61dbd4ac91df347beedbe4c70a695dc430906,c2d6d8b9edcf8e222145a270c5d61dbd4ac91df347beedbe4c70a695dc430906,True
overall_run\output\fast\tables\optional\table_m3_response_parameters.csv,f7606475dbff89b28202189ecc6c542dad37e86c59945c2aa4451828ce684175,f7606475dbff89b28202189ecc6c542dad37e86c59945c2aa4451828ce684175,True
overall_run\output\fast\tables\optional\table_m3_response_parameters.parquet,44cc3aca0e9d8e6c69d622ba3191bfcbc726e843fbe534ab2a452b4044a1f2f0,44cc3aca0e9d8e6c69d622ba3191bfcbc726e843fbe534ab2a452b4044a1f2f0,True
part_adv\output\fast\artifact_registry.json,34df9299ec5cef89900fc145dafa33ef3ff11eb7fb3b82a234872308d9292c9a,34df9299ec5cef89900fc145dafa33ef3ff11eb7fb3b82a234872308d9292c9a,True
part_adv\output\fast\audit.parquet,ce2ec66c5845340c3f81034f938190ec7f5bd18a3e78644be935a7df6e9a49aa,ce2ec66c5845340c3f81034f938190ec7f5bd18a3e78644be935a7df6e9a49aa,True
part_adv\output\fast\benchmark_action_scores.parquet,c18517c1fea3861702eacfac26cf6899911374970530d1cb7e3842d80c20e762,c18517c1fea3861702eacfac26cf6899911374970530d1cb7e3842d80c20e762,True
part_adv\output\fast\checkpoints\m1\hist.joblib,b5a12074f0ae4dc3382504418bc3cb41789a1ca886b0a3b8b280a9bcbb95e3db,b5a12074f0ae4dc3382504418bc3cb41789a1ca886b0a3b8b280a9bcbb95e3db,True
part_adv\output\fast\checkpoints\m1\hist.json,583e557fa174827668b6de7856b00f8d1caf99a7fed11adfca80dc2fdad8c4e1,583e557fa174827668b6de7856b00f8d1caf99a7fed11adfca80dc2fdad8c4e1,True
part_adv\output\fast\checkpoints\m1\ngb.joblib,f25071ac9fe96d4bc4d3f62f8a644a606ca4930798aa2c9fd7af7cbe106ebe7d,f25071ac9fe96d4bc4d3f62f8a644a606ca4930798aa2c9fd7af7cbe106ebe7d,True
part_adv\output\fast\checkpoints\m1\ngb.json,de7776a62de1cd994b5752bdc8281533e7cec67d659cef56e0debffaf8e9ce24,de7776a62de1cd994b5752bdc8281533e7cec67d659cef56e0debffaf8e9ce24,True
part_adv\output\fast\checkpoints\m1\point_oof.joblib,8337be88cf4c698d4577bcf58f17b83ebb0ba96d2065de8cbc7f8bba62299fc6,8337be88cf4c698d4577bcf58f17b83ebb0ba96d2065de8cbc7f8bba62299fc6,True
part_adv\output\fast\checkpoints\m1\point_oof.json,28d25c1bb971346250c606e55b6b1bf39911bcb8c006763130948a23edd58f12,28d25c1bb971346250c606e55b6b1bf39911bcb8c006763130948a23edd58f12,True
part_adv\output\fast\checkpoints\m1\prop.joblib,dcf617585b4bb877fffbc8447a77e80dfcc1080c5fdc44848f644e642bd1ecca,dcf617585b4bb877fffbc8447a77e80dfcc1080c5fdc44848f644e642bd1ecca,True
part_adv\output\fast\checkpoints\m1\prop.json,a8fe193b1bf894f49bbf7a1f29e4334da1e2cea97f5444c766f470265226582b,a8fe193b1bf894f49bbf7a1f29e4334da1e2cea97f5444c766f470265226582b,True
part_adv\output\fast\checkpoints\m1\qrf.joblib,030af3aaf524b7d721ed9a8ab4f7e78740541d7774ee03fa3ed353a80a5d0a77,030af3aaf524b7d721ed9a8ab4f7e78740541d7774ee03fa3ed353a80a5d0a77,True
part_adv\output\fast\checkpoints\m1\qrf.json,e453e4cb7e27089174d99bf7b01f5252b34e11b1c7ece9e9ce5200a708fd1269,e453e4cb7e27089174d99bf7b01f5252b34e11b1c7ece9e9ce5200a708fd1269,True
part_adv\output\fast\common_support_cohort.json,8ae388b9053c4fd6b879905ccbecc64bc3997179440d8d01dee6d03471cc8e1d,8ae388b9053c4fd6b879905ccbecc64bc3997179440d8d01dee6d03471cc8e1d,True
part_adv\output\fast\figures\fig01_m1_predictive_and_downstream.pdf,878fdd958c57ddcfb186c249340808e4d37e0e1e760222eb69ff8efbcd75b76d,878fdd958c57ddcfb186c249340808e4d37e0e1e760222eb69ff8efbcd75b76d,True
part_adv\output\fast\figures\fig01_m1_predictive_and_downstream.png,805df09d0674cff79c7cad538dc0a49b1ca4b8bfec982d3b5952784366f35714,805df09d0674cff79c7cad538dc0a49b1ca4b8bfec982d3b5952784366f35714,True
part_adv\output\fast\figures\fig01_m1_predictive_and_downstream.svg,b29a1aa5fa8e6cbe25e490cd3a9101032d76b1c46a6e3a570e766e8658f129bd,b29a1aa5fa8e6cbe25e490cd3a9101032d76b1c46a6e3a570e766e8658f129bd,True
part_adv\output\fast\figures\fig02_m2_structure_and_sensitivity.pdf,e6157667c5576fa6b3ec296360362dc1a906ab238ed0d021a00e160bff6f4087,e6157667c5576fa6b3ec296360362dc1a906ab238ed0d021a00e160bff6f4087,True
part_adv\output\fast\figures\fig02_m2_structure_and_sensitivity.png,50b702b77e9d484247fd15ff5220744279cc1a36c890ed9f9726c8d555834b31,50b702b77e9d484247fd15ff5220744279cc1a36c890ed9f9726c8d555834b31,True
part_adv\output\fast\figures\fig02_m2_structure_and_sensitivity.svg,5dfd295e0796fd11c35d875451305e34887a3f3505d704c1b74fe22a38c7f989,5dfd295e0796fd11c35d875451305e34887a3f3505d704c1b74fe22a38c7f989,True
part_adv\output\fast\figures\fig03_m4_risk_tradeoff.pdf,17a6a6283eec6aaf35f834a9a51d232b4faaa845d35b14ebc9b305be1f32c326,17a6a6283eec6aaf35f834a9a51d232b4faaa845d35b14ebc9b305be1f32c326,True
part_adv\output\fast\figures\fig03_m4_risk_tradeoff.png,aaab81cfcb74f9f99a8be604e8246ccc7875686d0dcbbece29158f3d992bd8af,aaab81cfcb74f9f99a8be604e8246ccc7875686d0dcbbece29158f3d992bd8af,True
part_adv\output\fast\figures\fig03_m4_risk_tradeoff.svg,c04f80a17fe352d69ec88b96e4064d27074cb97afab37d03902bb3205c78d6f3,c04f80a17fe352d69ec88b96e4064d27074cb97afab37d03902bb3205c78d6f3,True
part_adv\output\fast\input_adapter\m1_model_frame.parquet,7eabe93df0d81d5881bda3351ed3b197aca12afdf6d238649a43b50045149bc3,7eabe93df0d81d5881bda3351ed3b197aca12afdf6d238649a43b50045149bc3,True
part_adv\output\fast\logs\run.log,a5a01627c81024fc76bb32467a64fb0f60a8e4fc900eb46980c45874097aa856,a5a01627c81024fc76bb32467a64fb0f60a8e4fc900eb46980c45874097aa856,True
part_adv\output\fast\m1_models.joblib,2a5e8fb69a3811d186368609e9bbe3f432c495527a311d98d1da127d2fa659ca,2a5e8fb69a3811d186368609e9bbe3f432c495527a311d98d1da127d2fa659ca,True
part_adv\output\fast\m1\m1_downstream_propagation.parquet,24890ca92d327b777bf0bed85fefe200d999b1b33697a69ad1598fc3d52f421e,24890ca92d327b777bf0bed85fefe200d999b1b33697a69ad1598fc3d52f421e,True
part_adv\output\fast\m1\m1_downstream_results.parquet,17f296d529de4803d37ef3821a45e1949f91441a04756af3220434ff1f21b670,17f296d529de4803d37ef3821a45e1949f91441a04756af3220434ff1f21b670,True
part_adv\output\fast\m1\m1_model_metrics.parquet,0c22b37e0043a4e05f999cf64f7ff1c2afb1a1bfbd3d6807f209b5a05a3cf52b,0c22b37e0043a4e05f999cf64f7ff1c2afb1a1bfbd3d6807f209b5a05a3cf52b,True
part_adv\output\fast\m1\m1_pairwise_decomposition.parquet,85427cf517e6dd9bede8d832376a249905041844cb94218134933091dc26c8bd,85427cf517e6dd9bede8d832376a249905041844cb94218134933091dc26c8bd,True
part_adv\output\fast\m1\m1_predictions.parquet,ed92b7982f27f7485f7744516dbecb2b7867d22346ba661254421beaec0a18a8,ed92b7982f27f7485f7744516dbecb2b7867d22346ba661254421beaec0a18a8,True
part_adv\output\fast\m1\m1_predictive_samples.parquet,11bd76f73c85e226ec804b3e887c5335d8088e5c65f901b8c52f53ab8129ed76,11bd76f73c85e226ec804b3e887c5335d8088e5c65f901b8c52f53ab8129ed76,True
part_adv\output\fast\m1\m1_propagated_cost_samples.parquet,399e5425008fc7b15ebf04b49a65fb90b78435e4b304839433b59195ac2205ca,399e5425008fc7b15ebf04b49a65fb90b78435e4b304839433b59195ac2205ca,True
part_adv\output\fast\m1\m4_selection_path.parquet,d6666f7c289d6825632845145aad0116d036f656a197aed6618d3a4cd95e6273,d6666f7c289d6825632845145aad0116d036f656a197aed6618d3a4cd95e6273,True
part_adv\output\fast\m2\m2_downstream_stability.parquet,77cb6a5b7824d604226b952c4c5b48770dfd0b152371fffa2dd4d85b7ca31061,77cb6a5b7824d604226b952c4c5b48770dfd0b152371fffa2dd4d85b7ca31061,True
part_adv\output\fast\m2\m2_sensitivity_results.parquet,f31e0222d663c5e6b2c6fe048d48d321f58e723446bb4e2f97c30a2d5e4729e0,f31e0222d663c5e6b2c6fe048d48d321f58e723446bb4e2f97c30a2d5e4729e0,True
part_adv\output\fast\m2\m2_structure_comparison.parquet,b36a6e722b4e755a89c4a657432274475f77fb95090c56bb359d3bbc57b135fe,b36a6e722b4e755a89c4a657432274475f77fb95090c56bb359d3bbc57b135fe,True
part_adv\output\fast\m4_common_support_cohort.parquet,614814d4f8a546ea67f3702e2dc410f9bdb78a8ab1877e2b6c1bf489423f44f5,614814d4f8a546ea67f3702e2dc410f9bdb78a8ab1877e2b6c1bf489423f44f5,True
part_adv\output\fast\m4\m4_variant_metrics.parquet,fe294c931301ef684649d47396a1db80da39915ccc137ede1550290b99c14b6e,fe294c931301ef684649d47396a1db80da39915ccc137ede1550290b99c14b6e,True
part_adv\output\fast\m4\m4_variant_scores.parquet,8a9aa1afe6c174045fd6ff5a30556ad6674e2c5ea29caeef346a5ecd91a1ce85,8a9aa1afe6c174045fd6ff5a30556ad6674e2c5ea29caeef346a5ecd91a1ce85,True
part_adv\output\fast\model_progress.json,723182d81df9b2922104bd10c720b196b309631a74667586ad499fc5355b7b29,723182d81df9b2922104bd10c720b196b309631a74667586ad499fc5355b7b29,True
part_adv\output\fast\run_state.json,a89b3328a4759db4e17f0b1310a9fbeda527f949ae2e0c1610a387a0bd137549,a89b3328a4759db4e17f0b1310a9fbeda527f949ae2e0c1610a387a0bd137549,True
part_adv\output\fast\run_summary.json,7d5691d5994e8c543c9fe593055e7d7419a1190f02ff79a7a0fe528c24917533,7d5691d5994e8c543c9fe593055e7d7419a1190f02ff79a7a0fe528c24917533,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\artifact_registry.json,be58b32737122ee14628f3446a5d7053b771719cc3a4c49f197f1d86c4bfa206,be58b32737122ee14628f3446a5d7053b771719cc3a4c49f197f1d86c4bfa206,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\audit.parquet,6e16370ba22d3eb46d311dcf8510852edd0f914ac3df16b267fdd094a85536ee,6e16370ba22d3eb46d311dcf8510852edd0f914ac3df16b267fdd094a85536ee,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\benchmark_action_outcomes\part.parquet,a8f6a42e25f8f8a4eb3ceaf0c698f2b9ad5edee2467e9cc6fa796f0e4a583814,a8f6a42e25f8f8a4eb3ceaf0c698f2b9ad5edee2467e9cc6fa796f0e4a583814,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\bootstrap_results.parquet,96bacd6c4b86a892232a0bd3d4d3b2ba6c1d625491f612d194d83a0ceb7ff2e4,96bacd6c4b86a892232a0bd3d4d3b2ba6c1d625491f612d194d83a0ceb7ff2e4,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\checkpoints\GLOBAL_FPR_decisions.parquet,68418c4c20134d6cf3871be6bb9eff665d7eadf411f8eb9aace52c0d6f2e24df,68418c4c20134d6cf3871be6bb9eff665d7eadf411f8eb9aace52c0d6f2e24df,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\checkpoints\GLOBAL_FPR.json,dfcb681875c380a2dffeb2d66b954260c35d1e98db9b1becfc45df4b229329bf,dfcb681875c380a2dffeb2d66b954260c35d1e98db9b1becfc45df4b229329bf,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\checkpoints\LOCAL_F_decisions.parquet,cdc092a81844060ff7f8d25262ad82ec65eefdecf059016317e666072f77cb4d,cdc092a81844060ff7f8d25262ad82ec65eefdecf059016317e666072f77cb4d,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\checkpoints\LOCAL_F.json,057f239026c55e3b816d5bf7d2d3f5e49723068cfd763376b84c0421b72a2691,057f239026c55e3b816d5bf7d2d3f5e49723068cfd763376b84c0421b72a2691,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\common_support_cohort.json,b53a41d5d1092787e80d1fdf6e9ea089e01d30fb267a42f94fe431cf7bdcac03,b53a41d5d1092787e80d1fdf6e9ea089e01d30fb267a42f94fe431cf7bdcac03,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\figures\fig01_local_global_comparison.pdf,384414c4ada156385c0451e21c14a513ef96f3593d7caf06ecbfda935fc69b29,384414c4ada156385c0451e21c14a513ef96f3593d7caf06ecbfda935fc69b29,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\figures\fig01_local_global_comparison.png,44f50d23795c86dcd8253034b0ce21c33e819ecda099d03b8d4b2f2427c07c96,44f50d23795c86dcd8253034b0ce21c33e819ecda099d03b8d4b2f2427c07c96,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\figures\fig01_local_global_comparison.svg,593cd57b3cc24b14d050a3b0c09d794072312f51818add3ab3c613cc9d72a24d,593cd57b3cc24b14d050a3b0c09d794072312f51818add3ab3c613cc9d72a24d,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\local_f_scores.parquet,16ec8414cb0205f4be41003f8ba7a191fece07a0bc2fa41a13dc3865e90bf720,16ec8414cb0205f4be41003f8ba7a191fece07a0bc2fa41a13dc3865e90bf720,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\logs\run.log,18a8e00f3c4ed4f834d4b8b38930bb4765b6d12d5de56006becfb9d735c9f72d,18a8e00f3c4ed4f834d4b8b38930bb4765b6d12d5de56006becfb9d735c9f72d,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\m4_common_support_cohort.parquet,614814d4f8a546ea67f3702e2dc410f9bdb78a8ab1877e2b6c1bf489423f44f5,614814d4f8a546ea67f3702e2dc410f9bdb78a8ab1877e2b6c1bf489423f44f5,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\m4_selected_action_distribution.parquet,cc11a8e55b02cb7ad987462395b64514ab9a874b8a78412447d82b49e14bcb56,cc11a8e55b02cb7ad987462395b64514ab9a874b8a78412447d82b49e14bcb56,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\paired_metrics.parquet,a7f2ca545ef24dc76173e9876577b7ae9c5a413b84fc80f8ea48574f41550337,a7f2ca545ef24dc76173e9876577b7ae9c5a413b84fc80f8ea48574f41550337,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\policy_decisions.parquet,a3f27adab8929ac8762284f7366ee0678f4d4917d28b915f56da9bb79996e88e,a3f27adab8929ac8762284f7366ee0678f4d4917d28b915f56da9bb79996e88e,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\recovery_case_metrics.parquet,a24b07a79457e3563672fdda7950d20963476b8cc004bf26c9cfbe59afbab2c0,a24b07a79457e3563672fdda7950d20963476b8cc004bf26c9cfbe59afbab2c0,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\run_state.json,b82fba4a940f22a21e5b58eba4cd2fb6fd97777046de695775767c11c2ab065d,b82fba4a940f22a21e5b58eba4cd2fb6fd97777046de695775767c11c2ab065d,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\run_summary.json,bf1d44e0a99decb208db2074ace1c1417b607c7722cf06c8a6f5e2b0a0da5b96,bf1d44e0a99decb208db2074ace1c1417b607c7722cf06c8a6f5e2b0a0da5b96,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_adv\fast\summary.csv,9ef5b21c36af371b1eab74dcacff5f36b5186e827f780dd06033f2ad1db89f12,9ef5b21c36af371b1eab74dcacff5f36b5186e827f780dd06033f2ad1db89f12,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\action_metadata.parquet,a4102616b05c97bf69007918df8055c127eb3ebebd8c5605fc6d86dee5fe27bf,a4102616b05c97bf69007918df8055c127eb3ebebd8c5605fc6d86dee5fe27bf,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\artifact_registry.json,c745861129e9bdd22376016f5f92ec2c9e7412bb33e79e5249d6ec48ea143a96,c745861129e9bdd22376016f5f92ec2c9e7412bb33e79e5249d6ec48ea143a96,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit.parquet,ef192d6b1f6fcbf42657ed4ef34b9c9a2ac128f346ffaedb05741d825cd1febb,ef192d6b1f6fcbf42657ed4ef34b9c9a2ac128f346ffaedb05741d825cd1febb,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit\corrected_target_lineage.json,f945fab487d265116466c61ec08f062c9435f8d21643ec91ca32c1d7c9ec76ed,f945fab487d265116466c61ec08f062c9435f8d21643ec91ca32c1d7c9ec76ed,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit\historical_d6_label_lineage.json,1a7940d87a56a01adaac04dd107a62518dba4605a0dfe9435a06761b56ef12ca,1a7940d87a56a01adaac04dd107a62518dba4605a0dfe9435a06761b56ef12ca,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit\q95_audit.json,8f24c1de8aed3c177645e6140bf5639d18071d790a1a85d84166516af5ac3f78,8f24c1de8aed3c177645e6140bf5639d18071d790a1a85d84166516af5ac3f78,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit\q95_event_decomposition.parquet,19f672d84f5fc6f3eb53a586975fcf4566fcf3870e7d8fc273fd14ff524eff99,19f672d84f5fc6f3eb53a586975fcf4566fcf3870e7d8fc273fd14ff524eff99,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit\q95_loeo.parquet,cb9f6f850003da14b27c2ab7be02a741deb40453263c7a2cfdaeccef72cc7b17,cb9f6f850003da14b27c2ab7be02a741deb40453263c7a2cfdaeccef72cc7b17,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audit\q95_stratified.parquet,428e0ab992078994e88776cdccf4912adc5a01698e9694dbebad8da60138188e,428e0ab992078994e88776cdccf4912adc5a01698e9694dbebad8da60138188e,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\acceptance_checks.csv,0b68071be5a4beaee7bb4335afaa44bd1302bf4c0345ae42a30100c38078bbd4,0b68071be5a4beaee7bb4335afaa44bd1302bf4c0345ae42a30100c38078bbd4,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\acceptance_checks.parquet,b9251c86d5c65c0fce7b062dc123ee8436893c81c4777536ac9332733981ac1a,b9251c86d5c65c0fce7b062dc123ee8436893c81c4777536ac9332733981ac1a,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_audit_registry.json,a55c5fff93b19182c766d93bfa086c9db27361c7a9a70c258d2d6b13efaa7f8e,a55c5fff93b19182c766d93bfa086c9db27361c7a9a70c258d2d6b13efaa7f8e,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_bootstrap_lineage.parquet,5a8d49a0c98274055596a254ee2e9b9b5b000895688b78586bc85bdb97c92f98,5a8d49a0c98274055596a254ee2e9b9b5b000895688b78586bc85bdb97c92f98,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_cross_run_comparison.parquet,bda37e4c57105a1dcb11ab8b7ee9ac097dd591a3c90faa2ebe092cb1f15afde0,bda37e4c57105a1dcb11ab8b7ee9ac097dd591a3c90faa2ebe092cb1f15afde0,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_current_metric_identity.parquet,61024d5048a964639d2d0748b1657c26d5abd22cee230338e7c298e83325ea51,61024d5048a964639d2d0748b1657c26d5abd22cee230338e7c298e83325ea51,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_historical_artifact_inventory.parquet,f029680056a0ad4015cc01e5f62df2a2ea29298cf75af7ebd71fb0ef887ba862,f029680056a0ad4015cc01e5f62df2a2ea29298cf75af7ebd71fb0ef887ba862,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_historical_deprecation_registry.parquet,b5a88627b5814e83a72612dd8496d284fb1afa427fbf3ca25aeba9aebcb4e6c5,b5a88627b5814e83a72612dd8496d284fb1afa427fbf3ca25aeba9aebcb4e6c5,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_historical_deprecation_summary.json,098ac6cfcdfec3116ef7dea226a53adcadf4e9bc4ea592f3c946df74ba13889c,098ac6cfcdfec3116ef7dea226a53adcadf4e9bc4ea592f3c946df74ba13889c,True
output_logs\POST_REFACTOR_BASELINE_FILES_20260727_113547\overall_run\fast\audits\m1_d6_historical_metric_identity.parquet,208c49f6c7568e64657f12349553d943f516fb6114c31c137040e06db0c78232,208c49f6c7568e64657f12349553d943f516fb6114c31c137040e06db0c78232,True
