SOURCE,RAW_COLUMN,CANONICAL_FIELD,PRE_OUTPUT,M1_FIELD,ROLE,DTYPE,UNIT,TRANSFORMATION,MISSING_RULE,AVAILABILITY_RULE,TRAIN_FIT_REQUIRED,LEAKAGE_RISK,FEATURE_DECISION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.EXTERNAL_STANDARD,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.SCENARIO_PARAMETER,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.evidence.UNSUPPORTED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.DIRECT,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.DERIVED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.DOMAIN_PROXY,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.EMPIRICAL_REFERENCE,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.EXTERNAL_STANDARD,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.SCENARIO_PARAMETER,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.evidence.UNSUPPORTED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.support.SUPPORTED,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,KEEP_MODEL_FEATURE
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.support.DEGRADED,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,REMOVE_NO_INFORMATION
noaa_isd,DATE,current_weather,current_weather.observation_age,current_weather.support.ABSTAIN,DYNAMIC_MODEL_FEATURE,float32,canonical_or_binary,current/delta/cumulative_mean/mask/one_hot,zero_with_mask_or_not_applicable,event_time_plus_5min_replay_lag_max_age_60,False,MEDIUM,KEEP_MODEL_FEATURE
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.support.SUPPORTED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.support.DEGRADED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,schedule_reference.support.ABSTAIN,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.support.SUPPORTED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.support.DEGRADED,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
PRE registry/state,NONE,evidence_or_support,evidence/support metadata,current_state.support.ABSTAIN,DYNAMIC_MODEL_FEATURE,float32,binary,one_hot,zero_with_mask_or_not_applicable,PRE_ADMISSIBILITY,False,LOW,REMOVE_NO_INFORMATION
bts_ontime_train_frozen_reference,DepTime;ArrTime,turnaround_reference_minutes,turnaround_reference.value,turnaround_reference_minutes,STATIC_MODEL_FEATURE,float32,minutes,train_frozen_median_with_declared_fallback,ABSTAIN_IF_NO_REFERENCE_CELL,TRAIN_FROZEN_REFERENCE_ONLY,True,LOW,KEEP_MODEL_FEATURE
bts_ontime_train_frozen_reference,TaxiOut,taxi_reference_minutes,taxi_reference.value,taxi_reference_minutes,STATIC_MODEL_FEATURE,float32,minutes,train_frozen_median_with_declared_fallback,ABSTAIN_IF_NO_REFERENCE_CELL,TRAIN_FROZEN_REFERENCE_ONLY,True,LOW,KEEP_MODEL_FEATURE
bts_ontime,Origin;Dest;Reporting_Airline;Tail_Number;CRSDepTime,route_context,route_context,route_context,IDENTITY_CONTEXT_ONLY,typed_context,identity_or_UTC,retained_without_ordinal_encoding,ABSTAIN,SCHEDULE_REFERENCE_ASSUMPTION,False,LOW,KEEP_CONTEXT_ONLY
bts_ontime,Origin;Dest;Reporting_Airline;Tail_Number;CRSDepTime,carrier_context,carrier_context,carrier_context,IDENTITY_CONTEXT_ONLY,typed_context,identity_or_UTC,retained_without_ordinal_encoding,ABSTAIN,SCHEDULE_REFERENCE_ASSUMPTION,False,LOW,KEEP_CONTEXT_ONLY
bts_ontime,Origin;Dest;Reporting_Airline;Tail_Number;CRSDepTime,aircraft_identity,aircraft_identity,aircraft_identity,IDENTITY_CONTEXT_ONLY,typed_context,identity_or_UTC,retained_without_ordinal_encoding,ABSTAIN,SCHEDULE_REFERENCE_ASSUMPTION,False,LOW,KEEP_CONTEXT_ONLY
bts_ontime,Origin;Dest;Reporting_Airline;Tail_Number;CRSDepTime,schedule_reference,schedule_reference,schedule_reference,IDENTITY_CONTEXT_ONLY,typed_context,identity_or_UTC,retained_without_ordinal_encoding,ABSTAIN,SCHEDULE_REFERENCE_ASSUMPTION,False,LOW,KEEP_CONTEXT_ONLY
bts_ontime,ArrTime;ArrDelayMinutes,realized_operational_event,EVAL_OUTCOME/TRAIN_LABEL_ONLY,T_IB_A00,TRAIN_LABEL,float_minutes_or_UTC,minutes_or_UTC,stage_gated_v2_label,ABSTAIN,POSTHOC_ONLY,False,LOW_IF_LABEL_ONLY,KEEP_LABEL
bts_ontime,DepTime;DepDelayMinutes;CRSDepTime,realized_operational_event,EVAL_OUTCOME/TRAIN_LABEL_ONLY,D_OB,TRAIN_LABEL,float_minutes_or_UTC,minutes_or_UTC,stage_gated_v2_label,ABSTAIN,POSTHOC_ONLY,False,LOW_IF_LABEL_ONLY,KEEP_LABEL
bts_ontime,TaxiOut,realized_operational_event,EVAL_OUTCOME/TRAIN_LABEL_ONLY,D_TX,TRAIN_LABEL,float_minutes_or_UTC,minutes_or_UTC,stage_gated_v2_label,ABSTAIN,POSTHOC_ONLY,False,LOW_IF_LABEL_ONLY,KEEP_LABEL
